,num_comments,num_reactions,num_shares,page_id,post_id,created_time
0,2,170,10,600475487009484,600475487009484_614713318919034,2017-10-24
1,0,12,1,600475487009484,600475487009484_613792402344459,2017-10-22
2,34,739,177,600475487009484,600475487009484_612828169107549,2017-10-20
3,6,166,12,600475487009484,600475487009484_612098852513814,2017-10-19
4,0,28,3,600475487009484,600475487009484_610538302669869,2017-10-16
5,20,890,1,600475487009484,600475487009484_608667406190292,2017-10-12
6,0,10,2,600475487009484,600475487009484_608399119550454,2017-10-11
7,0,34,2,600475487009484,600475487009484_608263666230666,2017-10-11
8,2128,7242,16118,600475487009484,600475487009484_606042963119403,2017-10-07
9,357,973,4198,600475487009484,600475487009484_605207549869611,2017-10-05
10,45,292,1071,600475487009484,600475487009484_604161989974167,2017-10-03
11,80,210,256,600475487009484,600475487009484_603988916658141,2017-10-03
12,1102,1645,6656,600475487009484,600475487009484_601416540248712,2017-09-28
13,25,327,1488,600475487009484,600475487009484_601393536917679,2017-09-28
14,158,538,5276,600475487009484,600475487009484_601027800287586,2017-09-27
15,0,54,1,600475487009484,600475487009484_600926113631088,2017-09-27
