,page_id,post_id,reaction_type,user_id
0,427521930787483,427521930787483_712824862257187,LIKE,10203541657240463
1,427521930787483,427521930787483_712824862257187,LIKE,480754612054442
2,427521930787483,427521930787483_712824862257187,LIKE,1729931710565378
3,427521930787483,427521930787483_712824862257187,LIKE,1393926687581307
4,427521930787483,427521930787483_712824862257187,LIKE,10206683419783928
5,427521930787483,427521930787483_712824862257187,LIKE,653368064716517
6,427521930787483,427521930787483_712824862257187,LIKE,1433326966982580
7,427521930787483,427521930787483_712824862257187,LIKE,644297309031283
8,427521930787483,427521930787483_712824862257187,LIKE,1526429081018662
9,427521930787483,427521930787483_712824862257187,LIKE,660581064080331
10,427521930787483,427521930787483_712824862257187,LIKE,1710775895600382
11,427521930787483,427521930787483_712824862257187,LIKE,673195579457845
12,427521930787483,427521930787483_712824862257187,LIKE,196533524134424
13,427521930787483,427521930787483_712824862257187,LIKE,774807749284822
14,427521930787483,427521930787483_712824862257187,LIKE,453893551416098
15,427521930787483,427521930787483_712824862257187,LIKE,1391987364458961
16,427521930787483,427521930787483_712824862257187,LIKE,732742383520717
17,427521930787483,427521930787483_712824862257187,LIKE,831816870196953
18,427521930787483,427521930787483_712824862257187,LIKE,10205327264287201
19,427521930787483,427521930787483_712824862257187,LIKE,801552773198936
20,427521930787483,427521930787483_712824862257187,LIKE,145052879215381
21,427521930787483,427521930787483_712824862257187,LIKE,10204648341909037
22,427521930787483,427521930787483_712824862257187,LIKE,718738148235822
23,427521930787483,427521930787483_712824862257187,LIKE,248061765655632
24,427521930787483,427521930787483_711255732414100,LIKE,819732861393706
25,427521930787483,427521930787483_711255732414100,LIKE,892991850734024
26,427521930787483,427521930787483_711255732414100,LIKE,10153145984016468
27,427521930787483,427521930787483_711255732414100,LIKE,10152862478113034
28,427521930787483,427521930787483_711255732414100,LIKE,10203280821973669
29,427521930787483,427521930787483_711255732414100,LIKE,1145917325469232
30,427521930787483,427521930787483_711255732414100,LIKE,768802543141515
31,427521930787483,427521930787483_711255732414100,LIKE,1325042690909338
32,427521930787483,427521930787483_711255732414100,LIKE,10205258631486350
33,427521930787483,427521930787483_711255732414100,LIKE,10206683419783928
34,427521930787483,427521930787483_711255732414100,LIKE,460044914137216
35,427521930787483,427521930787483_711255732414100,LIKE,173066456389453
36,427521930787483,427521930787483_711255732414100,LIKE,763579683755888
37,427521930787483,427521930787483_711255732414100,LIKE,1386879464948360
