,page_id,post_id,reaction_type,user_id
0,1723496894570900,1723496894570900_1974952409425346,LIKE,10152752444002398
1,1723496894570900,1723496894570900_1974952409425346,LIKE,1613002865391026
2,1723496894570900,1723496894570900_1974952409425346,LIKE,393193601053810
3,1723496894570900,1723496894570900_1974952409425346,LIKE,668336396614045
4,1723496894570900,1723496894570900_1974952409425346,LIKE,695565667195888
5,1723496894570900,1723496894570900_1974952409425346,LIKE,779132638788333
6,1723496894570900,1723496894570900_1974952409425346,LIKE,735824146506689
7,1723496894570900,1723496894570900_1974952409425346,LIKE,894980303853914
8,1723496894570900,1723496894570900_1974952409425346,LIKE,1710564072506950
9,1723496894570900,1723496894570900_1974952409425346,LIKE,760487763996801
10,1723496894570900,1723496894570900_1974952409425346,LIKE,1099470683411805
11,1723496894570900,1723496894570900_1974952409425346,LIKE,116142925571202
12,1723496894570900,1723496894570900_1974952409425346,LIKE,1522937984424006
13,1723496894570900,1723496894570900_1974952409425346,LIKE,1015914561768508
14,1723496894570900,1723496894570900_1974952409425346,LIKE,676251899150129
15,1723496894570900,1723496894570900_1974952409425346,LIKE,655059354575132
16,1723496894570900,1723496894570900_1974952409425346,LIKE,554369151365696
17,1723496894570900,1723496894570900_1974952409425346,LIKE,10204711397242286
18,1723496894570900,1723496894570900_1974952409425346,LIKE,10152304024316918
19,1723496894570900,1723496894570900_1974952409425346,LIKE,233650550500335
20,1723496894570900,1723496894570900_1974952409425346,LIKE,10152373459987548
21,1723496894570900,1723496894570900_1974952409425346,LIKE,1588932658050956
22,1723496894570900,1723496894570900_1974952409425346,LIKE,188349471714394
23,1723496894570900,1723496894570900_1974952409425346,LIKE,274077123049064
24,1723496894570900,1723496894570900_1974952409425346,LIKE,897999570245047
25,1723496894570900,1723496894570900_1974952409425346,LIKE,667810993284587
26,1723496894570900,1723496894570900_1974952409425346,LIKE,1671269886433139
27,1723496894570900,1723496894570900_1974952409425346,LIKE,4894167089043
28,1723496894570900,1723496894570900_1974952409425346,LIKE,180831395816041
29,1723496894570900,1723496894570900_1974952409425346,LIKE,773770982685664
30,1723496894570900,1723496894570900_1974952409425346,LIKE,598885316923531
31,1723496894570900,1723496894570900_1974952409425346,LIKE,10203655898452916
32,1723496894570900,1723496894570900_1974952409425346,LIKE,875290349185852
33,1723496894570900,1723496894570900_1974952409425346,LIKE,415128581970360
34,1723496894570900,1723496894570900_1974952409425346,LIKE,861718700545543
35,1723496894570900,1723496894570900_1974952409425346,LIKE,10202343151900548
36,1723496894570900,1723496894570900_1974952409425346,LIKE,1480860198864505
37,1723496894570900,1723496894570900_1974952409425346,LIKE,10205283851751547
38,1723496894570900,1723496894570900_1974952409425346,LIKE,912765888775000
39,1723496894570900,1723496894570900_1974952409425346,LOVE,627671544024961
40,1723496894570900,1723496894570900_1974952409425346,LIKE,559195347596170
41,1723496894570900,1723496894570900_1974952409425346,LIKE,1610859439150970
42,1723496894570900,1723496894570900_1974952409425346,LIKE,482153152170850
43,1723496894570900,1723496894570900_1974952409425346,LIKE,545025195602885
44,1723496894570900,1723496894570900_1974952409425346,LIKE,916546791761888
45,1723496894570900,1723496894570900_1974952409425346,LIKE,112618482772375
46,1723496894570900,1723496894570900_1974952409425346,LIKE,341161549387980
47,1723496894570900,1723496894570900_1974952409425346,LIKE,206651706471830
48,1723496894570900,1723496894570900_1974952409425346,LIKE,778289498891993
49,1723496894570900,1723496894570900_1974952409425346,LIKE,189700428072819
50,1723496894570900,1723496894570900_1974952409425346,LIKE,286942555054065
51,1723496894570900,1723496894570900_1974952409425346,LIKE,1655939734644841
52,1723496894570900,1723496894570900_1974952409425346,LIKE,10203332967902575
53,1723496894570900,1723496894570900_1974952409425346,LIKE,155652101586654
54,1723496894570900,1723496894570900_1974952409425346,LIKE,280480902160087
55,1723496894570900,1723496894570900_1974952409425346,LIKE,1395291110772800
56,1723496894570900,1723496894570900_1974952409425346,LIKE,10204594596165528
57,1723496894570900,1723496894570900_1974952409425346,LIKE,1035507013137362
58,1723496894570900,1723496894570900_1974952409425346,LIKE,10203123813399738
59,1723496894570900,1723496894570900_1974952409425346,LIKE,622105844579512
60,1723496894570900,1723496894570900_1974952409425346,LIKE,585861428211268
61,1723496894570900,1723496894570900_1974952409425346,LIKE,717789544936462
62,1723496894570900,1723496894570900_1974952409425346,LIKE,753742574670760
63,1723496894570900,1723496894570900_1974952409425346,LIKE,10203275418834453
64,1723496894570900,1723496894570900_1974952409425346,LIKE,765492353505339
65,1723496894570900,1723496894570900_1974952409425346,LIKE,1817313705160387
66,1723496894570900,1723496894570900_1974952409425346,LIKE,10201582281398107
67,1723496894570900,1723496894570900_1974952409425346,LIKE,1493006304320303
68,1723496894570900,1723496894570900_1974952409425346,LIKE,10152837853974563
69,1723496894570900,1723496894570900_1974952409425346,LIKE,330665937126623
70,1723496894570900,1723496894570900_1974952409425346,WOW,10205194237159762
71,1723496894570900,1723496894570900_1974952409425346,LIKE,912514652124579
72,1723496894570900,1723496894570900_1974952409425346,LIKE,631000233685643
