,num_comments,num_reactions,num_shares,page_id,post_id
0,1,54,19,400267803487359,400267803487359_838142813033187
1,13,156,9,400267803487359,400267803487359_836844329829702
2,4,64,2,400267803487359,400267803487359_836775386503263
3,4,204,4,400267803487359,400267803487359_836499169864218
4,1,148,7,400267803487359,400267803487359_836327479881387
5,3,40,1,400267803487359,400267803487359_836300109884124
6,4,34,1,400267803487359,400267803487359_836082353239233
7,3,48,2,400267803487359,400267803487359_835641466616655
8,7,96,4,400267803487359,400267803487359_835160016664800
9,9,213,5,400267803487359,400267803487359_834625986718203
10,41,1052,75,400267803487359,400267803487359_834252260088909
11,2,57,2,400267803487359,400267803487359_833848623462606
12,0,34,1,400267803487359,400267803487359_833373720176763
13,1,43,3,400267803487359,400267803487359_833261246854677
14,15,142,7,400267803487359,400267803487359_830865067094295
15,26,911,20,400267803487359,400267803487359_828421667338635
16,7,74,1,400267803487359,400267803487359_828321000682035
17,8,104,1,400267803487359,400267803487359_828003584047110
18,0,48,11,400267803487359,400267803487359_825929960921139
19,12,521,26,400267803487359,400267803487359_825814194266049
20,26,126,5,400267803487359,400267803487359_823459061168229
21,55,195,4,400267803487359,400267803487359_822859424561526
22,7,84,12,400267803487359,400267803487359_819110724936396
23,0,43,3,400267803487359,400267803487359_819023341611801
24,1,52,2,400267803487359,400267803487359_818227611691374
25,7,10,1,400267803487359,400267803487359_817581895089279
26,3,64,1,400267803487359,400267803487359_817295938451208
27,18,13,6,400267803487359,400267803487359_816348611879274
28,1,53,1,400267803487359,400267803487359_815431638637638
29,2,58,1,400267803487359,400267803487359_815178841996251
30,2,53,3,400267803487359,400267803487359_812900328890769
31,0,36,1,400267803487359,400267803487359_812818995565569
32,57,972,47,400267803487359,400267803487359_812319948948807
33,122,377,152,400267803487359,400267803487359_811681415679327
34,158,434,189,400267803487359,400267803487359_811331675714301
35,5,123,7,400267803487359,400267803487359_808511849329617
36,4,374,3,400267803487359,400267803487359_807514622762673
37,6,455,15,400267803487359,400267803487359_806936399487162
38,0,29,1,400267803487359,400267803487359_804666059714196
39,566,1419,1089,400267803487359,400267803487359_804231423090993
40,12,1037,24,400267803487359,400267803487359_803325956514873
41,10,348,9,400267803487359,400267803487359_802708973243238
42,0,19,2,400267803487359,400267803487359_802408416606627
43,1,32,1,400267803487359,400267803487359_801820123332123
44,12,150,10,400267803487359,400267803487359_800824960098306
